humidity,wind_speed,wind_direction,visibility_in_miles,dew_point,temperature,clouds_all,air_pollution_index
65,3,36,7,7,296.3,40,55
61,3,40,5,5,296.3,40,224
65,3,55,8,8,294.98,40,285
61,3,66,1,1,292.8,20,77
68,3,82,6,6,290.29,1,295
66,3,95,1,1,289.37,1,296
66,3,98,2,2,288.38,1,136
65,3,114,9,9,287.57,1,242
64,3,120,7,7,287.57,1,191
66,3,123,5,5,287.03,1,23
65,3,131,8,8,287.03,1,111
66,3,135,2,2,286.21,1,160
65,3,147,4,4,286.21,1,189
67,3,149,4,4,285.51,1,187
67,3,158,7,7,285.51,1,222
63,4,157,6,6,285.91,1,42
64,4,169,7,7,285.91,1,18
62,4,171,1,1,285.59,20,273
60,4,170,6,6,285.59,20,212
57,5,173,3,3,287.66,1,272
54,5,172,5,5,287.66,1,158
54,5,173,5,5,287.66,1,101
55,5,175,5,5,290.2,75,62
57,4,177,5,5,295.46,75,24
57,5,180,7,7,295.51,75,61
59,4,182,9,9,297.56,75,209
59,4,185,2,2,298.85,40,46
67,4,191,3,3,300.28,40,88
65,5,192,4,4,300.32,40,159
71,4,197,1,1,300.87,40,45
76,4,186,3,3,301.18,40,103
81,4,196,9,9,300.59,1,200
87,4,190,3,3,300.41,1,175
86,5,201,5,5,299.33,75,49
93,4,190,9,9,298.22,75,73
94,4,195,5,5,296.62,75,193
96,3,188,3,3,295.8,75,279
97,4,198,5,5,295.16,75,139
98,3,195,5,5,294.75,75,248
98,4,188,1,1,294.04,75,284
100,2,187,6,6,293.62,75,87
100,2,181,7,7,292.85,75,134
98,2,199,6,6,292.85,75,18
98,2,188,1,1,292.19,75,298
97,2,205,4,4,291.74,75,136
94,2,217,3,3,291.12,75,225
92,2,230,4,4,291.42,90,125
88,1,255,1,1,291.46,90,115
93,2,254,4,4,291.48,90,222
85,1,288,1,1,291.48,90,53
87,2,296,6,6,291.52,90,74
87,1,264,9,9,291.52,90,94
89,2,285,4,4,292.62,90,66
90,1,266,1,1,293.41,90,241
89,1,282,9,9,294.05,90,289
90,1,252,3,3,293.92,90,111
90,1,256,1,1,294.21,75,181
92,1,264,9,9,294.4,75,114
91,1,267,3,3,294.4,75,15
92,1,274,2,2,294.94,40,43
82,2,269,1,1,294.98,75,36
87,2,279,6,6,295.06,75,27
80,3,278,2,2,294.51,75,14
72,3,286,3,3,292.22,75,127
66,4,282,8,8,290.6,20,105
58,4,287,7,7,289.9,1,222
61,3,286,2,2,289.5,20,264
50,4,293,6,6,289.48,20,53
49,3,294,3,3,289.42,20,102
56,3,207,1,1,289.01,1,256
53,2,238,8,8,288.47,1,270
57,2,180,9,9,287.49,20,260
51,3,206,5,5,287.13,20,251
58,2,126,2,2,287.8,20,143
53,3,132,1,1,288.54,40,84
55,3,138,9,9,289.06,90,249
64,4,173,1,1,289.06,90,145
66,4,174,5,5,289.67,90,236
69,4,171,1,1,289.63,90,93
71,4,174,7,7,290.11,90,255
73,4,172,2,2,290.06,90,252
84,3,191,3,3,290.71,90,95
84,3,182,9,9,290.68,75,121
92,3,194,2,2,290.89,90,78
88,3,210,1,1,290.57,90,295
100,2,220,7,7,290.51,90,160
100,2,235,7,7,290.05,75,185
95,4,248,1,1,288.77,40,207
96,3,263,8,8,288.38,75,51
93,5,277,9,9,288.28,75,38
88,5,286,6,6,288.15,75,94
85,7,301,6,6,287.72,75,238
79,7,315,3,3,287.36,90,182
77,7,317,6,6,287.17,90,50
75,7,319,3,3,286.69,75,210
72,6,324,3,3,286.05,75,109
78,6,322,4,4,285.71,75,229
72,5,328,9,9,286.46,75,156
75,4,328,7,7,287.2,40,74
78,4,315,8,8,289.13,75,102
81,3,319,5,5,289.14,75,211
84,3,310,6,6,290.08,75,219
82,3,318,9,9,291.12,40,229
86,3,303,3,3,292.73,40,272
86,3,305,1,1,293.25,75,47
86,2,308,4,4,294.42,40,114
85,3,309,1,1,294.71,20,260
85,2,311,9,9,295.46,1,263
78,3,302,9,9,295.28,1,287
80,2,308,1,1,295.07,1,246
76,2,302,6,6,294.36,1,212
73,2,299,8,8,291.67,20,63
68,3,293,1,1,288.57,1,220
64,3,289,7,7,287.63,1,15
63,3,279,9,9,287.62,1,210
59,3,277,6,6,288.01,20,294
56,3,269,4,4,288.34,75,52
58,3,255,3,3,288.48,75,204
55,3,249,4,4,288.67,40,257
55,2,237,4,4,288.55,75,278
58,3,245,7,7,288.61,75,201
58,2,226,4,4,289.26,75,56
60,3,227,5,5,290.74,75,197
63,2,222,4,4,292.16,75,280
65,2,225,8,8,292.64,90,270
67,2,222,5,5,292.34,90,78
78,1,225,8,8,292.07,90,267
76,1,216,3,3,292.07,90,123
72,2,189,4,4,291.7,90,251
72,2,189,3,3,291.7,90,103
72,2,189,8,8,291.69,90,191
69,2,198,9,9,291.44,90,262
67,2,195,5,5,291.44,90,29
61,3,206,3,3,291.16,90,259
61,3,206,1,1,291.16,90,294
61,3,206,8,8,291.16,90,26
58,2,192,2,2,291.36,90,60
58,2,192,2,2,291.36,90,145
58,2,192,9,9,291.5,90,158
58,2,187,5,5,291.5,90,160
62,2,173,6,6,291.62,75,124
62,2,173,1,1,291.74,75,271
62,2,173,1,1,290.68,75,189
99,1,122,2,2,290.32,40,145
99,1,122,8,8,289.77,1,108
99,1,122,8,8,289.77,1,298
100,2,73,5,5,289.47,90,199
100,2,73,9,9,289.56,90,200
100,2,73,7,7,289.56,90,225
100,2,49,3,3,289.21,90,169
97,2,91,4,4,288.85,90,298
84,1,130,7,7,288.85,90,175
83,1,243,8,8,288.26,90,267
81,1,28,3,3,287.83,75,245
80,1,251,9,9,287.65,40,218
79,1,145,1,1,287.65,40,238
78,1,190,9,9,288.26,75,75
77,1,35,7,7,289.17,75,231
76,1,29,5,5,290.82,40,24
54,3,10,6,6,292.11,40,168
50,3,10,5,5,292.76,90,254
44,3,350,2,2,292.54,90,260
42,3,350,6,6,292.54,90,175
44,2,40,7,7,292.54,90,166
50,2,36,3,3,292.57,40,215
47,2,20,5,5,292.57,40,130
53,2,30,8,8,293.21,90,180
60,2,20,6,6,293.88,75,131
68,1,20,2,2,292.68,75,288
72,2,20,6,6,292.4,75,34
72,1,10,2,2,291.44,90,165
88,2,24,5,5,291.44,90,108
93,2,24,9,9,290.91,90,228
93,1,26,7,7,290.91,90,209
93,1,11,9,9,290.1,75,92
93,1,11,4,4,289.55,90,285
93,1,16,3,3,288.81,90,231
91,1,19,3,3,288.04,75,38
88,1,30,3,3,287.28,40,145
84,1,52,3,3,286.59,1,71
64,1,40,7,7,286.2,1,175
61,3,30,7,7,285.7,20,140
66,3,46,3,3,285.59,20,268
39,1,60,8,8,285.6,1,215
39,2,10,8,8,285.69,1,172
36,1,40,9,9,287.47,1,181
39,1,90,9,9,289.62,1,178
44,3,60,1,1,291.75,20,164
53,4,310,7,7,293.7,40,101
56,2,90,4,4,295.87,20,165
72,2,200,7,7,297.5,40,14
56,1,350,9,9,298.71,20,180
64,1,295,9,9,299.63,40,200
77,1,296,4,4,299.94,40,48
82,1,270,2,2,299.73,40,19
93,1,296,6,6,299.84,40,72
88,1,320,7,7,299.07,20,274
88,1,286,7,7,298.44,20,93
100,1,286,5,5,296.94,20,38
93,1,274,4,4,294.14,20,222
100,1,274,2,2,292.26,20,230
100,1,274,5,5,290.8,20,280
88,1,290,5,5,289.26,1,218
64,1,290,1,1,288.23,1,161
60,2,190,2,2,287.97,1,44
60,1,150,5,5,288.24,20,70
50,2,200,3,3,288.31,75,285
44,1,200,3,3,288.55,40,109
42,1,220,2,2,287.32,90,212
42,3,200,5,5,287.32,90,256
42,3,200,5,5,286.67,40,231
39,4,200,7,7,287.51,20,197
44,2,170,8,8,289.64,20,95
47,2,170,6,6,290.89,20,97
57,1,160,9,9,291.06,75,151
57,2,174,3,3,291.13,90,173
56,3,170,6,6,291.41,75,150
56,4,220,7,7,292.32,75,266
88,4,110,5,5,292.16,90,100
93,3,130,7,7,293.15,75,278
93,4,140,5,5,292.83,75,172
93,4,160,6,6,292.77,40,27
93,3,120,7,7,293,40,171
93,1,100,6,6,291.98,40,61
93,4,140,2,2,290.47,20,67
88,2,140,8,8,289.23,20,292
88,3,240,6,6,287.96,20,155
82,3,240,3,3,286.86,1,66
78,3,240,9,9,285.86,1,18
73,3,229,1,1,285.05,1,201
69,1,360,4,4,284.18,1,88
65,1,310,5,5,282.82,1,160
54,2,240,5,5,282.22,20,204
54,3,280,4,4,282.09,20,210
88,5,50,3,3,284.18,1,287
88,3,230,3,3,286,1,93
77,4,348,8,8,288.03,1,272
78,1,150,5,5,289.12,20,154
73,1,200,8,8,290.3,20,242
74,3,353,6,6,291.27,20,160
88,3,353,5,5,292.17,20,46
100,2,359,1,1,293.08,40,210
94,1,260,3,3,293.79,20,201
100,2,359,1,1,294.2,20,27
100,2,359,2,2,294.54,40,172
100,1,354,7,7,294.35,40,288
93,1,354,2,2,293.97,75,221
100,1,284,5,5,293.08,40,144
93,1,284,3,3,290.8,40,198
93,1,300,9,9,288.13,40,252
77,1,300,4,4,286.8,40,194
78,2,300,4,4,285.91,1,205
69,3,270,3,3,284.52,1,254
65,3,280,6,6,283.9,1,24
65,4,270,1,1,283.8,1,184
51,3,270,5,5,283.43,1,106
51,3,260,7,7,283.52,1,23
61,5,280,4,4,282.99,0,164
54,5,260,1,1,285.14,0,175
57,5,265,4,4,286.21,0,113
65,6,280,6,6,288.47,12,221
57,3,270,3,3,291.24,12,139
77,3,311,5,5,292.73,20,13
93,2,152,9,9,295.58,0,250
100,2,152,6,6,296.27,0,161
100,2,152,2,2,298.43,0,146
100,1,245,2,2,299.13,0,156
100,1,245,9,9,298.91,0,199
100,1,245,9,9,298.81,0,178
100,2,360,4,4,298.59,0,137
100,2,340,8,8,297.26,0,101
93,2,350,4,4,295.6,0,86
93,2,360,5,5,294.25,8,87
82,1,350,8,8,293.21,8,123
77,2,20,5,5,292.61,8,83
82,3,30,6,6,290.6,36,134
68,4,40,5,5,289.45,36,221
64,3,40,5,5,289.15,36,202
64,3,360,8,8,289.02,80,85
53,3,40,7,7,289.44,80,236
50,3,70,2,2,289.26,80,149
47,3,27,4,4,289.79,68,176
50,2,40,6,6,290.25,68,195
50,4,60,9,9,290.95,68,224
54,3,50,2,2,292.04,12,86
53,3,62,6,6,294.15,12,84
60,3,46,6,6,297.39,0,125
59,3,56,7,7,299.28,8,58
68,2,90,2,2,299.85,8,248
72,3,90,7,7,300.76,8,292
77,2,110,3,3,300.8,0,207
72,2,90,8,8,301.01,0,67
77,2,100,1,1,301.07,0,131
77,2,110,5,5,300.57,0,131
77,1,90,2,2,299.19,0,274
72,2,90,7,7,298.18,0,222
67,2,120,1,1,296.96,0,251
72,1,90,7,7,296.1,0,251
72,1,95,9,9,295.47,0,85
72,1,110,7,7,294.89,0,202
67,3,126,7,7,294.26,0,28
72,1,100,7,7,293.89,0,131
72,3,109,4,4,293.62,0,151
59,3,109,2,2,293.17,0,227
45,1,110,3,3,293.05,0,169
40,2,90,4,4,293.17,0,271
46,2,102,9,9,294.15,0,122
43,1,130,4,4,297.03,0,262
49,2,99,9,9,298.85,0,288
52,2,210,2,2,300.83,0,28
56,1,210,4,4,302.92,0,226
64,2,86,1,1,303.01,0,226
59,1,240,8,8,304.02,0,139
72,1,86,1,1,301.3,0,211
82,1,86,2,2,303.18,12,190
82,1,86,4,4,302.25,12,117
87,1,86,8,8,300.7,12,114
93,1,93,1,1,299.34,48,52
93,1,93,5,5,300.45,48,298
93,1,93,2,2,300.02,48,220
93,1,61,3,3,298.96,12,128
87,1,61,2,2,296.02,12,299
82,1,130,4,4,295.17,12,29
82,1,130,6,6,294.41,20,11
63,1,130,8,8,293.91,20,225
60,2,140,3,3,293.34,20,97
60,2,140,5,5,292.89,20,262
46,2,100,7,7,292.54,20,232
47,3,210,1,1,292.26,20,217
44,3,200,5,5,292.36,32,127
44,1,150,4,4,293.34,32,77
53,1,180,4,4,294.84,32,235
46,3,180,3,3,297.34,0,88
49,1,190,4,4,299.73,0,156
73,1,189,9,9,301.72,0,44
56,2,198,2,2,303.77,0,157
64,2,198,3,3,304.48,0,131
72,2,198,7,7,305.12,0,41
82,3,244,2,2,305.56,0,150
93,3,244,1,1,305.24,0,25
87,1,207,1,1,304.55,0,275
93,1,160,6,6,303.87,0,258
93,1,207,6,6,302.35,0,193
100,1,203,2,2,300.83,0,203
87,1,203,4,4,298.9,0,175
82,1,203,3,3,297.45,0,62
82,1,203,2,2,296.36,0,91
72,2,250,7,7,295.8,0,43
73,2,260,9,9,295.14,0,94
56,2,220,9,9,293.75,0,216
50,3,240,5,5,292.11,8,211
50,3,210,7,7,290.72,8,68
54,3,240,8,8,290.4,8,34
47,2,240,9,9,289.94,36,40
47,2,240,4,4,290.22,36,83
47,2,230,3,3,291.11,36,12
53,2,220,2,2,292.56,32,111
65,1,210,1,1,294.26,32,203
60,1,190,8,8,294.96,24,224
60,1,200,2,2,296.63,8,130
64,1,210,8,8,297.36,8,190
93,1,324,9,9,298.18,8,42
77,1,335,6,6,299.11,0,250
82,1,335,8,8,299,0,100
88,1,328,8,8,298.15,0,150
88,1,328,7,7,297.16,20,48
93,1,328,9,9,296.22,20,38
93,1,328,8,8,295.39,20,114
93,1,345,4,4,294.82,48,34
88,1,345,6,6,293.8,48,284
88,1,345,1,1,292.95,48,108
83,1,56,1,1,292.78,68,25
73,1,210,5,5,292.34,68,81
65,1,200,2,2,292.35,68,208
61,2,180,4,4,292.06,68,94
65,1,200,4,4,292.2,68,227
58,2,170,2,2,291.79,68,194
54,3,170,5,5,291.51,48,182
58,2,180,7,7,291.76,48,271
54,3,190,1,1,292.35,48,13
54,3,170,1,1,293.27,44,184
57,3,190,8,8,294.58,44,174
61,2,160,1,1,295.17,64,244
65,2,170,2,2,295.58,92,179
69,2,170,8,8,295.98,92,185
73,2,180,1,1,294.95,92,237
73,2,170,5,5,294.98,44,198
73,2,150,4,4,297.47,44,24
77,3,160,5,5,296.69,44,263
77,3,170,3,3,295.78,0,68
77,1,150,1,1,295.34,0,256
82,2,160,5,5,294.49,0,168
88,2,140,4,4,292.52,0,271
72,3,170,2,2,292.08,0,284
83,2,160,9,9,291.65,0,175
73,3,150,6,6,290.86,36,131
64,3,160,7,7,291,36,190
64,5,150,5,5,290.3,36,263
61,4,170,1,1,289.78,68,135
69,2,180,4,4,290.33,68,119
66,3,150,7,7,290.13,68,151
58,4,160,4,4,289.82,88,131
55,4,150,5,5,290.06,88,19
66,3,170,4,4,291.11,88,264
66,5,170,9,9,292.36,92,26
62,4,160,5,5,292.86,92,212
65,3,150,2,2,293.48,92,24
65,3,160,6,6,293.57,92,12
69,5,170,9,9,293.15,92,251
65,5,180,3,3,294.43,92,196
61,7,180,4,4,295.14,92,291
88,3,130,9,9,296,92,112
100,3,30,2,2,294.49,92,244
94,3,30,7,7,293.7,92,187
100,3,100,1,1,292.96,92,96
100,6,90,6,6,292.65,92,262
88,4,110,7,7,292.18,92,201
88,7,200,4,4,290.72,92,12
94,6,320,5,5,290.33,92,167
88,5,262,2,2,290.61,92,195
88,2,320,4,4,290.61,92,150
93,7,350,5,5,290.83,92,60
88,8,350,4,4,290.93,68,188
82,5,360,3,3,290.76,68,164
68,5,340,7,7,291.14,68,277
68,4,350,2,2,291.2,88,122
56,5,320,3,3,291.67,88,129
56,5,310,9,9,292.31,88,98
56,6,360,4,4,294.18,92,115
52,5,330,9,9,293.53,92,216
52,5,330,6,6,293.28,92,40
59,6,330,5,5,291.48,80,276
67,3,320,2,2,293.064,80,173
77,2,330,8,8,294.2,64,130
87,2,300,2,2,295.71,68,143
76,3,330,3,3,295.71,68,132
82,2,310,4,4,295.62,68,99
87,2,320,5,5,294.91,32,81
81,3,330,7,7,294.64,32,46
81,3,330,9,9,294.35,32,110
81,3,330,4,4,293.47,8,121
76,3,350,8,8,293.14,8,39
71,3,350,1,1,291.83,8,47
54,3,360,1,1,291.56,0,216
59,3,360,4,4,290.8,0,175
55,3,360,8,8,290.88,0,18
42,5,30,1,1,290.89,0,286
42,3,40,1,1,291,0,178
40,3,16,8,8,290.79,0,284
42,2,60,3,3,290.64,0,258
40,2,60,3,3,291.05,0,121
52,3,19,6,6,290.94,0,89
40,3,28,6,6,291.19,0,27
43,3,28,7,7,290.97,0,89
59,3,28,8,8,294.05,8,204
63,1,43,3,3,294.75,0,208
77,1,43,1,1,295.9,0,125
82,1,79,8,8,298.14,0,41
82,1,79,7,7,298.64,0,232
93,1,79,3,3,299.08,0,97
100,1,79,9,9,299.26,0,170
93,1,104,3,3,299.11,0,112
93,1,104,9,9,298.54,0,172
100,1,116,9,9,297.9,0,111
100,1,116,1,1,295.77,0,198
87,1,116,4,4,294,0,259
72,1,116,3,3,292.57,0,235
63,2,160,4,4,291.76,0,133
52,3,180,7,7,291.05,0,288
52,4,140,7,7,291.08,0,287
46,5,170,3,3,290.91,0,167
49,2,180,2,2,290.8,0,12
46,3,200,6,6,290.76,0,19
46,3,150,1,1,290.54,0,76
46,2,160,7,7,291.71,0,178
46,1,160,9,9,293.94,0,59
49,2,180,8,8,294.85,0,136
49,1,190,5,5,297.58,0,206
60,2,227,4,4,298.27,0,24
63,1,192,7,7,300.75,0,131
77,1,192,4,4,302.02,0,57
82,1,203,6,6,302.74,0,123
87,1,203,9,9,302.1,0,15
87,1,203,6,6,300.69,0,13
87,1,203,8,8,298.43,0,288
93,1,187,2,2,296.38,0,182
100,1,187,2,2,294.48,0,65
93,1,168,3,3,295.83,0,24
87,1,168,3,3,296.19,12,100
77,1,160,1,1,296.1,12,214
72,2,150,7,7,294.98,12,256
72,2,190,9,9,294.53,20,248
60,3,180,9,9,293.76,20,18
53,3,190,8,8,292.74,20,238
53,4,180,2,2,292,20,226
53,2,200,9,9,291.63,20,194
53,3,210,7,7,291.46,20,204
53,3,180,6,6,291.44,56,48
54,3,200,3,3,291.82,56,49
50,4,190,1,1,293.29,56,25
54,2,200,3,3,295.09,92,90
61,2,150,2,2,296.09,92,100
61,2,150,7,7,297.08,76,147
64,2,190,6,6,298.36,92,190
73,2,170,7,7,299.15,92,74
73,2,170,8,8,300.86,92,124
77,2,160,8,8,302.74,32,59
88,2,160,5,5,302.66,32,294
82,1,170,2,2,303.01,32,155
82,1,180,7,7,302.52,12,189
82,3,180,5,5,301.97,12,170
88,2,190,8,8,300.99,12,276
88,2,180,1,1,299.3,20,110
82,1,170,8,8,297.02,20,157
77,1,190,4,4,295.89,20,159
77,1,200,3,3,295.7,8,233
69,1,200,1,1,295.12,8,209
65,2,160,9,9,294.4,8,89
61,2,140,9,9,294.04,12,117
58,3,150,6,6,294.04,12,171
54,3,180,6,6,294.05,12,157
51,3,200,6,6,293.86,0,214
61,3,170,8,8,294.74,0,94
51,4,200,3,3,295.8,0,59
54,3,190,8,8,299.13,0,130
57,2,150,2,2,300.67,0,162
65,1,150,9,9,301.95,0,208
65,2,160,6,6,303.1,24,235
69,2,140,3,3,304.45,24,269
73,2,150,6,6,304.97,24,72
73,2,190,5,5,305.35,20,287
73,2,170,8,8,305.33,20,191
73,2,160,6,6,304.95,20,13
83,2,140,4,4,304.8,32,202
88,1,110,5,5,303.84,32,264
88,3,171,4,4,303.15,32,160
93,1,120,7,7,302.66,80,15
82,1,110,5,5,302.35,80,224
77,2,120,8,8,299.18,80,239
73,2,140,9,9,298.37,56,142
78,2,130,2,2,296.69,56,94
73,3,110,5,5,295.3,56,163
78,2,130,4,4,293.44,0,211
69,6,130,3,3,291.61,0,203
65,2,110,8,8,290.04,0,29
65,3,110,3,3,289.17,0,279
65,3,140,6,6,289.79,0,255
78,3,170,1,1,292.59,0,80
65,4,160,4,4,293.76,0,211
69,4,120,2,2,294.55,0,67
69,2,130,7,7,296.28,0,266
78,3,130,7,7,297.19,0,230
88,3,130,9,9,297.64,0,168
88,4,140,2,2,298.09,0,145
88,3,140,1,1,297.61,20,217
94,3,140,6,6,297.17,20,247
94,2,140,9,9,297.06,20,227
94,3,160,1,1,296.44,36,197
94,4,160,6,6,295.74,36,199
94,3,150,1,1,294.79,36,283
94,3,130,6,6,292.69,0,263
83,3,150,9,9,290.66,0,203
83,3,160,6,6,289.93,0,189
78,3,140,3,3,288.39,0,97
78,2,150,3,3,288.42,0,274
77,2,150,8,8,286.9,0,135
74,4,150,3,3,286.54,0,189
74,3,110,9,9,286.02,0,52
70,5,140,5,5,285.48,0,212
66,5,150,9,9,285.47,0,116
66,5,180,4,4,287.29,0,97
70,3,150,5,5,289.37,0,23
70,4,150,3,3,294.07,0,252
74,3,140,5,5,296.11,0,27
74,3,130,1,1,297.12,0,237
74,4,140,2,2,298.32,0,86
79,6,160,7,7,299.26,0,299
78,8,30,3,3,299.88,0,50
94,5,60,6,6,300.21,0,128
100,5,110,9,9,300.49,0,84
100,1,240,2,2,300.16,0,186
100,4,170,6,6,299.61,12,227
100,1,160,2,2,299.1,12,78
100,2,180,2,2,297.49,12,222
93,3,144,1,1,294.94,76,21
88,3,20,4,4,292.71,76,122
88,1,50,3,3,291.98,76,279
83,2,0,4,4,291.39,36,35
78,1,224,5,5,291.18,36,64
69,2,310,2,2,291.2,36,217
74,2,270,6,6,291.81,92,88
65,4,260,3,3,291.77,92,160
54,6,270,8,8,291.22,92,207
51,3,270,2,2,291.22,48,229
51,7,270,8,8,292.12,48,270
51,4,260,3,3,292.56,48,30
51,5,300,1,1,294.81,44,187
48,4,270,9,9,297.8,44,80
65,2,310,1,1,299.81,92,103
64,3,330,5,5,300.45,76,216
69,1,310,8,8,301.08,76,82
69,1,330,9,9,301.75,76,164
73,2,320,3,3,302.66,36,267
83,2,270,9,9,301.12,36,237
88,1,280,7,7,301.08,36,184
88,2,310,7,7,300.24,32,226
88,2,310,4,4,299.77,32,45
88,2,290,6,6,296.34,32,221
94,2,310,2,2,295.42,12,159
83,3,350,3,3,294.82,12,283
73,3,10,9,9,294.36,12,124
73,3,30,6,6,290.38,12,212
69,2,30,1,1,288.79,12,15
65,1,20,7,7,287.92,12,134
61,3,50,4,4,286.58,80,207
58,2,40,2,2,286.81,80,216
54,2,50,8,8,286.65,80,12
51,2,40,5,5,287.07,68,75
62,2,110,5,5,287.4,68,217
58,4,30,3,3,287.8,68,287
54,3,80,9,9,288.38,88,122
69,2,80,4,4,290.34,88,148
65,3,80,8,8,292.53,80,173
69,3,63,2,2,293.71,44,177
73,3,63,3,3,295.44,44,44
73,3,82,5,5,297.29,44,52
63,3,82,7,7,297.5,48,178
72,1,90,9,9,298.58,48,280
59,3,82,6,6,298.54,48,51
63,3,105,8,8,298.19,48,196
63,3,105,1,1,297.27,48,94
63,3,105,9,9,295.8,48,13
68,3,129,1,1,293.74,56,294
82,1,50,4,4,291.46,56,271
72,2,100,2,2,290.11,56,218
68,1,130,8,8,289.65,8,264
64,2,130,1,1,289.23,8,203
65,2,160,5,5,288.3,8,90
65,1,200,2,2,288.11,0,102
69,2,220,4,4,287.37,0,148
74,2,160,5,5,287.17,0,227
61,1,140,4,4,287.11,1,253
58,3,140,8,8,287.11,1,112
61,3,130,7,7,289.09,20,41
65,4,140,4,4,289.09,20,60
78,1,170,3,3,291.37,20,247
69,3,170,3,3,293.82,20,49
73,3,160,5,5,294.73,20,266
83,3,150,3,3,295.48,75,232
88,4,160,5,5,296.24,75,15
94,3,160,3,3,296.96,90,104
88,3,160,5,5,297.68,75,281
94,2,140,1,1,298.18,75,155
94,2,130,8,8,299.3,75,238
88,3,140,2,2,300.01,75,240
88,3,130,6,6,300.33,40,58
88,4,140,7,7,300,20,260
88,2,130,2,2,299.15,20,67
88,3,110,2,2,297.81,20,208
94,3,130,8,8,296.63,20,179
78,3,130,4,4,295.97,20,236
83,3,140,5,5,296.02,75,37
78,7,140,1,1,296.07,90,98
73,3,110,8,8,296.04,40,101
77,4,120,2,2,296.04,40,82
88,3,90,5,5,295.93,20,270
88,2,100,6,6,295.45,20,89
88,2,90,6,6,295.62,20,38
88,4,140,3,3,296.36,20,244
88,4,140,7,7,297.84,1,160
88,4,140,4,4,299.53,20,66
94,3,145,9,9,301.28,20,155
94,2,300,3,3,302.93,20,142
94,1,40,4,4,303.69,75,156
94,4,143,4,4,305.16,75,238
94,4,143,6,6,306.25,40,205
88,4,143,3,3,306.86,40,93
94,3,254,7,7,307.03,75,59
94,3,254,6,6,305.69,75,273
100,3,295,2,2,303.34,90,222
93,3,220,9,9,301.88,40,118
93,3,295,5,5,301.88,40,42
93,3,279,9,9,300.6,75,111
94,2,240,7,7,299.2,75,183
88,3,279,6,6,298.21,75,246
73,3,280,5,5,296.95,40,136
73,4,301,5,5,295.93,1,231
65,4,301,3,3,294.39,1,204
65,4,301,3,3,293.71,1,200
58,1,160,7,7,292.81,1,103
54,2,160,1,1,292.07,1,268
58,2,120,3,3,291.48,20,53
55,2,90,9,9,291.62,40,67
58,2,60,2,2,292.45,40,104
69,2,30,4,4,294.72,20,151
74,2,90,8,8,296.16,20,284
83,2,80,4,4,297.69,20,14
73,4,50,7,7,299.02,20,256
78,3,70,3,3,300.09,20,132
88,10,280,4,4,300.91,1,291
94,6,280,7,7,301.81,1,123
68,1,0,2,2,302.18,20,256
88,3,220,3,3,302.78,20,27
88,2,150,2,2,302.98,20,182
88,3,149,3,3,302.69,20,237
94,2,190,4,4,302.26,20,232
88,2,200,7,7,300.99,1,219
83,3,200,6,6,298.52,1,253
69,2,220,8,8,296.78,1,18
65,2,230,9,9,295.9,1,131
69,4,200,3,3,295.51,1,118
65,3,230,2,2,294.41,1,40
54,3,240,5,5,293.38,1,131
54,4,240,2,2,292.46,1,284
54,4,250,4,4,291.66,1,80
54,4,230,7,7,290.73,20,184
54,5,270,6,6,290.1,20,218
50,6,260,7,7,290.43,75,233
50,3,260,3,3,290.92,75,28
53,3,270,8,8,291.3,40,226
56,6,290,7,7,292.41,20,102
53,5,290,4,4,293.04,40,62
56,5,280,2,2,293.33,90,84
72,3,280,7,7,294.45,40,141
64,3,280,7,7,294.97,75,55
72,2,270,8,8,295.12,75,45
77,2,260,4,4,295.55,75,141
77,2,250,9,9,295.49,75,139
77,1,250,2,2,295.7,40,176
82,1,230,4,4,295,40,252
72,1,230,3,3,294.27,40,234
72,2,240,6,6,292.58,20,100
56,3,250,5,5,291.45,20,131
50,3,260,6,6,291.14,90,202
50,2,210,2,2,291.1,90,123
47,5,210,6,6,290.47,90,20
44,5,210,3,3,289.84,90,196
44,4,210,7,7,289,40,87
44,3,230,8,8,287.63,20,79
45,4,220,7,7,286.52,1,113
45,3,230,6,6,285.98,1,224
51,2,220,5,5,287.63,20,127
61,2,210,9,9,289.46,40,14
57,2,220,4,4,290.41,20,163
64,2,210,6,6,291.29,40,219
69,3,210,9,9,292.38,40,297
69,3,220,3,3,292.99,40,99
64,3,220,2,2,294.03,40,59
64,3,220,4,4,295.01,40,211
69,3,220,1,1,295.36,40,165
69,5,260,9,9,296.02,1,104
69,5,250,7,7,296.28,40,88
77,2,290,4,4,296.36,40,192
73,2,310,1,1,295.82,40,177
68,2,310,6,6,294.83,20,195
64,4,280,4,4,292.74,20,182
60,5,290,8,8,290.09,1,147
53,5,290,6,6,289.29,1,219
57,6,300,6,6,288.06,75,229
47,6,290,5,5,287.27,1,199
41,6,280,8,8,286.85,1,293
44,5,280,8,8,286.18,1,123
44,6,290,1,1,285.87,1,29
44,6,310,7,7,285.48,1,97
44,3,310,8,8,285.75,20,271
49,3,320,7,7,287.83,20,39
49,2,320,7,7,290.68,40,63
60,3,330,5,5,292.94,40,184
63,4,335,7,7,294.54,75,259
68,2,290,3,3,295.92,75,19
68,1,310,1,1,296.7,75,284
77,1,300,1,1,297.17,75,274
82,1,290,5,5,298.4,40,144
82,2,280,9,9,298.58,40,70
82,1,290,7,7,298.93,40,23
82,2,320,2,2,299.27,40,267
